title,text,subject,date,label
Escape from North Korea: video shows defector under fire,"SEOUL (Reuters) - A North Korean border guard briefly crossed the border with the South in the chase for a defector last week - a violation of the ceasefire accord between North and South, a video released on Wednesday by the U.N. Command (UNC) in Seoul showed. The North Koreans were only steps behind the young man when they shot him at least four times as he made his escape on Nov. 13. The video, filmed as the defector drove an army truck through the demilitarized zone and then abandoned the vehicle, gives a dramatic insight into his escape.   The defector, identified by a surgeon as a 24-year-old with the family name Oh, was flown by a U.S. military helicopter to a hospital in Suwon, south of Seoul. Doctors said he had regained consciousness, having had two operations to extract the bullets, and his breathing was stable and unassisted.   He is fine,  lead surgeon Lee Cook-Jong said at a news conference in Suwon.  He is not going to die.  A UNC official said North Korea had been informed on Wednesday that it had violated the 1953 armistice agreement, which marked the cessation of hostilities in the Korean War. The UNC official told a news conference that a soldier from the North Korean People s Army (KPA) had crossed the Military Demarcation Line (MDL), the border between the two Koreas, for a few seconds as others fired shots at the defecting soldier.  The key findings of the special investigation team are that the KPA violated the armistice agreement by one, firing weapons across the MDL, and two, by actually crossing the MDL temporarily,  Chad Carroll, Director of Public Affairs for the UNC, told reporters.  The incident comes at a time of heightened tensions between North Korea and the international community over its nuclear weapons program, but Pyongyang has not publicly responded to the defection. The video, released by the UNC, was produced from surveillance cameras on the southern side of the the Joint Security Area (JSA) inside the demilitarized zone. When tree cover is too dense to see the wounded defector crawling across the border, it switches to infra-red. The film begins with a lone dark green army jeep speeding along empty, tree-lined roads toward the border. At one checkpoint, a North Korean guard marches impassively toward the approaching vehicle. It races by. He runs in pursuit. After passing a memorial to North Korea founder Kim Il Sung, where tourists often gather, the jeep runs into a ditch just meters from the border, which is not clearly marked. For several minutes the driver tries to free the vehicle, but the wheels spin uselessly in fallen leaves. The driver abandons the vehicle and sprints away, pushing tree branches out of his way and sending leaves flying. He scrambles up a slope to cross just seconds before more guards appear, shooting as they run.  One slides into a pile of dead leaves to open fire before running forward and appearing to briefly cross the dividing line between the two countries. He quickly turns on his heel. The video does not show the moment the defector is hit, but he is seen lying in a pile of brush next to a concrete wall in a later edited clip.  The UNC s Carroll said the position was still exposed to North Korean checkpoints across the border. Allied troops operating the cameras had by then notified their commanders and a quick reaction force had assembled on the South Korean side, according to Carroll. The video does not show this force. Infrared imagery shows two South Korean soldiers crawling through undergrowth to drag the wounded North Korean to safety, while the deputy commander of the border security unit oversees the rescue from a few meters away. Doctors have conducted a series of surgeries to remove four bullets from the critically wounded soldier, who arrived at the hospital having lost a large amount of blood.  From a medical point of view he was almost dead when he was first brought here,  said the surgeon, Lee. Hospital officials said the man remains in intensive care. The soldier showed signs of depression and possible trauma, in addition to a serious case of parasites that has complicated his treatment, the hospital said in a statement. Lee said last week one of the flesh-colored parasites he removed from the soldier s digestive tract was 27 cm (10.6 in) long. Continuing stress made the soldier hesitant to talk, but he had been cooperative, doctors said. The patient first recovered consciousness on Sunday, and asked where he was in South Korea, Lee said. He was in  agony  when he came to, the surgeon added. Since then doctors have played South Korean pop music for him, and American action movies including  The Transporter   from 2002. On average more than 1,000 North Koreans defect to the South every year, but most travel via China and numbers have fallen since Kim Jong Un came to power in 2011. It is unusual for a North Korean to cross the land border dividing the two Koreas. They  have been in a technical state of war since their 1950-53 conflict ended in a truce, not a peace treaty. The last time a North Korean soldier had defected across the JSA was in 2007. ",worldnews,22-Nov-17,1
China says hopes South Korea continues to appropriately handle THAAD issue,"BEIJING (Reuters) - Chinese Foreign Minister Wang Yi told his South Korean counterpart Kang Kyung-wha on Wednesday that Beijing hopes Seoul continues to appropriately handle their dispute over the deployment of a U.S. anti-missile system in South Korea, state media said. The installation of the U.S. Terminal High Altitude Area Defense (THAAD) system had angered China, which fears its powerful radar could look deep into China and threaten its own security. ",worldnews,22-Nov-17,1
EU preaches tough love for impatient Ukraine,"BRUSSELS/KIEV (Reuters) - Ukraine s EU membership ambitions will collide with the West s reform demands at a summit on Friday with EU leaders ready to admonish Kiev for failing to implement anti-corruption laws that would bring it closer to the West, officials say. European Union leaders gathering in Brussels for the biennial  Eastern Partnership  summit with Ukraine and five other former Soviet republics are worried Kiev has lost interest in the reforms it began with zeal after its pro-European uprising in 2014. At stake for Kiev is new funding to rebuild the corruption-ridden economy, including a possible donors  conference, more EU  financial-sector aid and a Lithuanian-led push for 10-year development fund.  We have to show some tough love because friendly advice isn t working  said a senior EU official preparing the summit with Ukraine, Georgia, Moldova, Azerbaijan, Armenia and Belarus.  Ukraine is the highest-profile test of the EU s 15-year-old policy to build an outer ring of market democracies from the Caucasus to the Sahara without offering EU membership. Backed by Washington, the strategy has so far worked by rewarding President Petro Poroshenko with attention, visa-free travel for Ukrainians and a free-trade deal with the EU.  But Ukraine remains perceived as one of the world s most corrupt countries, according to Transparency International, ranked 131 out of 176 countries in 2016.  Olena Halushka of the non-governmental Anti-Corruption Action Centre in Kiev said the political elite was now trying to  fake  the reforms agreed with Western donors, including energy, judicial and police overhauls.   We are also witnessing attempts to roll back the achievements,  she said of Poroshenko s reforms since 2014. EU leaders are expected to  acknowledge the European aspirations  of Ukraine, Georgia and Moldova in a summit statement - EU code for closer ties but not membership. Kiev wants a promise of EU membership. Washington and Brussels say Ukraine would do well to follow the reformist-minded Baltic countries, now EU members, who as outsiders in the 1990s were told they had little chance of joining the bloc.  Ukraine is at risk of taking our aid for granted,  said a second EU official involved in policymaking with Kiev.  Poroshenko, whose country is battling with a Russian-backed insurgency in eastern Ukraine, says the country has implemented more reforms in the past three years than in all of the last 24. But lately, the message from Poroshenko s government is to back off in the run-up to the 2019 presidential elections, which will be the focus now, EU officials and diplomats say.  A year ago, things were looking promising, but now vested interests are fighting back,  said a third EU official.  We can t plough more money into Ukraine on that basis.  There are achievements, including a revamped police force, a wealth declarations database for officials and modernization of the banking sector and state-owned energy firm Naftogaz.  But some proposed laws, such as to legalize agricultural land sales and set up an independent anti-corruption court, have been pushed back, while some existing reforms are under threat.  The wealth declarations register, launched in October 2016, is ineffective because authorities have not introduced software that would cross-reference data and identify malfeasance. Slow progress on the anti-corruption court and backtracking on gas pricing commitments have also stalled funding under Ukraine s $17.5 billion IMF program. Accusations that Ukrainian officials have tried to undermine anti-corruption investigators are a concern, EU officials said. With no threats other than withholding aid, the EU has few new incentives, having granted visa-free travel and market access to Ukraine.    We definitely need to look for new carrots, which would be linked to reforms,  said activist Halushka. ",worldnews,22-Nov-17,1
Turkey expects S-400 defense system from Russia in 2019: minister,"ANKARA (Reuters) - Turkey expects to receive its first Russian S-400 surface-to-air missiles in 2019, Defence Minister Nurettin Canikli said on Wednesday, the first time Ankara has given a firm timeline for a deal that has alarmed its NATO allies. Turkey has been in negotiations with Russia to buy the S-400 for more than a year, a decision seen by Washington and some of its other allies in NATO as a snub to the Western military alliance. Giving the most detail yet on the deal to parliament s budget committee, Canikli said it called for delivery of two S-400 systems, but that the second one was optional. The deal has raised concern among NATO countries in part because the weapons cannot be integrated into the alliance s defenses. Ankara has said it had no choice but to buy the Russian missiles, because NATO countries did not offer a cost-effective alternative.  Once these systems are received, our country will have secured an important air defense capability. This solution aimed at meeting an urgent need will not hinder our commitment to developing our own systems,  he said. Relations between Turkey and Russia deteriorated sharply over years during which they backed opposite sides in the war in neighboring Syria, but have improved markedly over the past year. The countries are now cooperating on Syrian peace efforts.  Canikli said Turkey was also in talks with the Franco-Italian EUROSAM consortium on developing its own missile defense systems, after signing a memorandum to strengthen cooperation between the three countries in defense projects.  With the memorandum in question, Turkish, French and Italian firms have started cooperation to identify, develop, produce and use a more advanced version of the SAMP-T (missile system) in a common consortium,  he said. Turkey aimed to bring talks with EUROSAM to a  definitive end  soon, he said, adding that Ankara aimed to finalize the deal by the end of 2017 at the latest. Turkey has been working to develop its own defense systems and equipment, and has lined up several projects for the coming years, including combat helicopters, tanks, drones and more. Canikli said Turkey received bids last Friday for the production of 500 Altay battle tanks, of which 250 are optional.  Shares of Turkish commercial and military vehicle producer Otokar rose almost 3 percent following the news about the 7 billion euro ($8.24 billion) domestic tank project. ",worldnews,22-Nov-17,1
War crimes verdict on Mladic delayed as he undergoes blood test: Mladic son,"AMSTERDAM (Reuters) - The verdict in the war crimes trial of former Bosnian Serb military commander Ratko Mladic was delayed on Wednesday while he underwent a blood pressure test, his son Darko told Reuters. U.N. judges had ordered a five-minute bathroom break for Mladic, 74, before issuing their verdict in his trial for 11 alleged war crimes and crimes against humanity including genocide. That pause then stretched on for more than an hour.   They took his blood pressure during the break. We don t know the readings, but they said they could continue with the verdict. We are very concerned about his blood pressure because he has already has four strokes,  Darko Mladic said. ",worldnews,22-Nov-17,1
Indian navy the odd man out in Asia's 'Quad' alliance,"NEW DELHI (Reuters) - The Trump administration is pushing security ties between the United States, India, Japan and Australia, but the revival of the Asian  Quad  must overcome lingering mistrust in New Delhi towards its allies that hampers genuine military cooperation. Joint naval drills have been at the heart of a relationship that analysts widely see as a move to counterbalance China s rising power by binding the region s leading democracies more closely together. But while the navies of the United States, Japan and Australia can easily operate together - based on common U.S.-designed combat systems and data links - India is the outlier.  Not only are most of its ships and warplanes Russian-made, its government and military remain deeply reluctant to share data and open up sensitive military communications systems. The United States has carried out more naval exercises with India than any other nation. But naval sources and experts say these are more about  cultural familiarization  than drills for joint combat. Because India will not sign an agreement on sharing data, naval exercises are conducted through voice and text commands with rudimentary SMS-style data exchange, Indian and Japanese military sources said.  Think of it as directing your friend to your house in the 1980s. Your left may be his right, neither of you have situational awareness,  said Abhijit Iyer-Mitra, a senior fellow at New Delhi s Institute of Peace and Conflict Studies who has tracked the military exercises.  What the Americans want is 2017 - drop a pin on Google maps and hit share. You know where your friend is and he knows where your house is and how to get to it.  The Indian defense ministry did not respond to a request for a comment. The so-called Quad to discuss and cooperate on security emerged briefly as an initiative a decade ago - much to the annoyance of China - and was revived recently, with an officials-level meeting this month on the sidelines of a regional gathering in Manila. The Trump administration has talked up cooperation with India as part of efforts for a  free, open and thriving Indo-Pacific . Describing the Indian and Pacific Oceans as a  single strategic arena , U.S. Secretary of State Rex Tillerson described India and the United States as regional  bookends .  In concrete terms, it will lead to great co-ordination between the Indian, Japanese and American militaries including maritime domain awareness, anti-submarine warfare, amphibious warfare, and humanitarian assistance, disaster relief, and search and rescue,  he said.  To be sure, India and the United States have steadily been bringing more powerful ships into their annual  Malabar  drills that have been expanded to include Japan in recent years.  This year the USS Nimitz carrier group was deployed for the maneuvers off India s eastern coast, along with an aircraft carrier from India and a helicopter carrier from Japan. But a Japanese Maritime Self Defence Forces official said when Japan conducts drills with the Indian navy, communication is done mostly through voice transmission. There is no satellite link that would allow the two navies to access information and share monitor displays in on-board command centers. Communication is usually the most difficult aspect of any joint drill, he said. The exercises are meant to lay the ground for joint patrols that the U.S. eventually wants to conduct with India and its allies across the Indian Ocean and the Pacific.  U.S. Marine Corps Lieutenant Colonel Christopher Logan, a Pentagon spokesman, said better interoperability was a goal of the exercises and noted that India s enhanced role as a major U.S. defense partner would help boost the relationship.   The designation of India as a major defense partner is significant and is intended to elevate defense trade and technology sharing with India to a level commensurate with that of our closest allies and partners,  he said.  As this relationship matures so will the level of interoperability.  Last year, India signed a military logistics pact with the United States after a decade of wrangling, but two other agreements are stuck.  The United States says the Communication and Information Security Memorandum of Agreement (CISMOA) would allow it to supply India with encrypted communications equipment and systems. The Basic Exchange and Cooperation Agreement is the other pact that would set a framework through which the United States could share sensitive data to aid targeting and navigation with India. India is concerned that agreeing to the CISMOA would open up its military communications to the United States, and even allow it to listen in on operations where Indian and U.S. interests may not coincide - such as against arch-rival Pakistan, military officials in New Delhi say. Captain Gurpreet Khurana, executive director at the government-funded National Maritime Foundation, said India s underlying concern was having its autonomy constrained by binding its military into U.S. codes and operating procedures. Once, the Americans proposed a portable  suitcase  communications system called the CENTRIXS which could transmit full situational awareness data to Indian ships while the two navies practised together. India refused to allow it to be plugged in for the duration of the exercise, citing operational security, according to an Indian source briefed on the planning of the exercises.  Even the joint air exercises that the two countries are conducting as a follow-on to Malabar are severely restricted, the source said. India sends its Russian-acquired Sukhoi jets to the drills, but their radars and jammers are turned off.  David Shear, who served as Assistant Secretary of Defense for Asia under President Barack Obama, said U.S. forces, particularly the Navy, were well aware of the interoperability constraints to interacting with India.  They understand what the obstacles are and that this is going to be a long-term project,  he said.  ",worldnews,22-Nov-17,1
Lebanon's Hariri says to hold off resignation as PM,"BEIRUT (Reuters) - Lebanon s Saad al-Hariri said on Wednesday he would hold off presenting his resignation as prime minister in response to a request from President Michel Aoun to allow more dialogue.  I presented today my resignation to President Aoun and he urged me to wait before offering it and to hold onto it for more dialogue about its reasons and political background, and I showed responsiveness,  Hariri said in a televised statement. ",worldnews,22-Nov-17,1
Russian businessman Kerimov detained by French police in Nice: prosecutor's office,"PARIS (Reuters) - Senior Russian lawmaker and businessman Suleiman Kerimov was arrested by French police at Nice airport on Monday night in connection with a tax evasion case, an official at a French prosecutor s office said on Tuesday.  He is being held for questioning in a case related to laundering of tax fraud proceeds,  an official at the prosecutor s office said. Kerimov is ranked by Forbes magazine as Russia s 21st wealthiest businessman, with a net worth of $6.3 billion.     ",worldnews,21-Nov-17,1
China urges Thailand to find Muslim Uighurs quickly after dramatic cell break,"BEIJING (Reuters) - China said on Tuesday it has urged Thailand to  quickly bring to justice  20 ethnic Uighur Muslims from China who broke out of a Thai detention center through a hole in the wall, using blankets to climb to the ground. Twenty-five Uighurs dug through their cell wall with broken tiles to make their dramatic escape from the center in Thailand s southern Songkhla province, near the border with Malaysia, early on Monday.  As of Tuesday, 10 had been caught, leaving 15 whose whereabouts were still unknown, according to Thai police, who said checkpoints had been set up along the border. The escapees were part of the last remaining group of more than 200 Uighurs detained in Thailand in 2014.  Members of the group identified themselves as Turkish citizens and asked to be sent to Turkey but more than 100 were forcibly returned to China in July 2015, a move that sparked international condemnation, including from rights groups who feared they could face torture in China. Chinese Foreign Ministry spokesman Lu Kang said China would continue to strengthen cooperation with Thailand on the detainees  escape and closely follow the situation.   China has already urged the relevant Thai department to quickly bring the relevant people to justice,  he said at a regular news briefing. Over the years, hundreds, possibly thousands, of Turkic-language speaking Uighurs have escaped unrest in China s western region of Xinjiang by traveling clandestinely via Southeast Asia to Turkey. The Chinese government has blamed violence in Xinjiang between majority Han Chinese and Uighurs on separatist Islamist militants, though rights groups and exiles say that anger over strict Chinese controls on the religion and culture of Uighurs is to blame. Exiled ethnic Uighur leader Rebiya Kadeer called on Thailand and any country that may find the Uighurs to treat them according to international law and not hand them over to China.  The Uyghurs took the risk of capture and perhaps harsh repercussions to try to save themselves from indefinite detention in Thailand and from deportation to China,  Kadeer said in an email released by the World Uyghur Congress, which she heads.  [Whether they] are indeed Turkish nationals as they claim or Chinese nationals as China claims, the fact that they are ethnic Uyghur is enough for them to face persecution and harsh punishment,  she said. Kadeer is a former political prisoner in China accused of leaking state secrets in 1999. She was later allowed to leave on medical grounds and lives in the United States. Amnesty International has said that Chinese authorities in recent months have detained up to 30 of Kadeer s relatives. China routinely denies accusations of rights abuses in Xinjiang, though it has admitted a problem with torture of detainees and has pledged to stop mistreatment of prisoners. On the borders of Central Asia, Afghanistan and Pakistan, the region is one of China s most sensitive domestic issues, and the government has dramatically ramped up police operations there and set up what critics characterize as  re-education  camps and oppressive surveillance.  ",worldnews,21-Nov-17,1
Russia moves to shelter banks funding arms makers from sanctions,"MOSCOW (Reuters) - Russia has proposed ending the publication of the names of banks which finance Russian state-controlled arms producers, in a possible sign that Moscow is preparing for new U.S. sanctions. The draft law would, if adopted, mean the Russian central bank no longer has to publish a list of banks dealing with the arms industry, which included eight lenders as of Oct. 1. Russia s government and the president would be able to include any banks they wanted to in such deals and would no longer publish the criteria for their involvement. Under current regulations only state-controlled or central bank-controlled lenders with capital of not less then 100 billion rubles ($1.7 billion) may get such contracts. Russian President Vladimir Putin chaired a meeting on Tuesday to discuss building up the country s military. The U.S. State Department last month named 39 Russian defense and intelligence-related entities following the signing in August of a new sanctions law by President Donald Trump to punish Moscow after U.S. intelligence agencies concluded it meddled in the 2016 U.S. presidential election, allegations the Kremlin has repeatedly denied.  The U.S. law calls on the president to impose sanctions on anyone he identifies as having engaged  in a significant transaction with a person that is part of, or operates for or on behalf of, the defense or intelligence sectors  of the Russian government.. The action does not itself impose new sanctions, and determinations will be made on a case by case basis, State Department officials said in October. Banks on the list include state-controlled majors Sberbank, VTB and Russian Agriculture Bank, along with private-owned Rossiya and Gazprombank, in which gas producer Gazprom holds a stake. Sberbank has proposed establishing a special bank to finance Russia s military industry as a means of side-stepping the sanctions, three sources familiar with the talks told Reuters. Sberbank declined to comment. ",worldnews,21-Nov-17,1
"Germany, citing own history, urges work to bridge Gulf divisions","BERLIN (Reuters) - German Foreign Minister Sigmar Gabriel offered his Qatari counterpart a small piece of the Berlin Wall on Tuesday, saying Germany s post-war history was proof it was possible to overcome deep divisions such as those now plaguing the Gulf region. Gabriel said Germany had a keen interest in maintaining good relations with all the Gulf countries and working for peace in the region, even if those countries were sometimes in conflict.  Especially in politically troubled times in which dialogue has sometimes slipped into the background, it is all the more important to build bridges, to emphasize the things that unite us and to help remove walls,  Gabriel said at the opening of a new Qatar-funded Arabic cultural center in Berlin. Qatari Foreign Minister Sheikh Mohammed bin Abdulrahman Al Thani said he hoped the new center, erected in a neo-classical villa in the southern part of Berlin, could showcase Arab culture and help battle stereotypes of Arabs in Europe. Sheikh Mohammed last week blamed what he called  reckless leadership  in the Gulf for a rift with Qatar and the current crisis in Lebanon, taking apparent aim at Saudi Arabia. Saudi Arabia, Bahrain, the United Arab Emirates and Egypt this summer cut diplomatic, transport and trade ties with Qatar, accusing it of financing terrorism. Doha denies the charges. Gabriel did not refer to the Gulf dispute directly, but lauded Germany s World War Two enemies for building bridges and welcoming Germany back into the world community despite the devastation and horrors of the Nazi regime.  After 70 years, we saw that it s possible, even after a world war, to be partners in a first step and friends in a second,  he said.  Tearing down walls is exhausting but worth it.  Gabriel said a full segment of the Wall that once divided East and West Germany would be delivered to a museum in Doha, fulfilling a promise he had made to the sister of Qatar s ruler.  Because as a politician, particularly in these days in Germany, we ought to fulfill our promises,  he said.   That is a hot topic in my country at the moment.  Gabriel, a former leader of the Social Democrats (SPD), declined to comment further on Chancellor Angela Merkel s failure to forge a new coalition government with the pro-business Free Democrats and environmental Greens. Merkel is pressing the SPD to reconsider its refusal to join another  grand coalition  with the conservatives - a move that would stave off new elections that now loom.     ",worldnews,21-Nov-17,1
"Trump and Putin speak for an hour about Syria, Ukraine, North Korea","WASHINGTON (Reuters) - U.S. President Donald Trump and Russian President Vladimir Putin spoke on the phone for about an hour on Tuesday and covered topics including Syria, Ukraine, Iran, North Korea and Afghanistan, a White House official said.    ",worldnews,21-Nov-17,1
Zimbabwe civil society calls for post-Mugabe 'national dialogue',"HARARE (Reuters) - Zimbabwe s Platform for Concerned Citizens, a civil society group, called on Tuesday for a far-reaching national dialogue involving all political parties to help plot a new course for the country after the resignation of Robert Mugabe.  A National Transitional Authority must be the final outcome of a national dialogue,  the PCC said in a statement.  We have informed both the government and the military of our view.  ",worldnews,21-Nov-17,1
U.S. appeals court revives claims in $1.7 billion Iran terrorism lawsuit,"NEW YORK (Reuters) - A federal appeals court in New York on Tuesday revived part of a $1.68 billion lawsuit against Iran s central bank, Bank Markazi, by families of soldiers killed in the 1983 bombing of the U.S. Marine Corps barracks in Lebanon. By a 3-0 vote, the 2nd U.S. Circuit Court of Appeals said a lower court judge erred in dismissing claims against Markazi; Banca UBAE SpA, an Italian bank accused of engaging in transactions for Iran; and Clearstream Banking SA, a Luxembourg bank accused of opening accounts for Markazi and UBAE. It upheld the dismissal of claims against JPMorgan Chase & Co. The plaintiffs sought to recoup bond proceeds allegedly owned by Markazi and held by Clearstream, to partially satisfy $3.8 billion of judgments they had won against Iran after a federal court deemed them victims of state-sponsored terrorism. They accused the banks of fraudulently processing billions of dollars of bond proceeds owed to Markazi, and targeted cash held in a Clearstream account at JPMorgan in New York. Iran is one of several countries and organizations ordered by U.S. courts to pay damages to terrorism victims. Such orders are often difficult to enforce. Lawyers for the plaintiffs and banks did not immediately respond to requests for comment. U.S. District Judge Katherine Forrest had dismissed the case in February 2015. She said she lacked jurisdiction over Markazi assets located abroad, the plaintiffs had released claims against Clearstream and UBAE, and nothing was left in the Clearstream account for JPMorgan to  turn over.  In Tuesday s 72-page decision, Circuit Judge Robert Sack said Forrest reasonably assumed she lacked jurisdiction because the main assets in dispute had been recorded on Clearstream s books in Luxembourg. But he said recent court rulings interpreting the federal Foreign Sovereign Immunities Act permitted courts in New York  to exercise jurisdiction  to recall to New York extraterritorial assets owned by a foreign sovereign.  Sack ordered Forrest to decide whether she has personal jurisdiction over Clearstream, and whether state or federal law prevents the plaintiffs from recovering bond proceeds. In April 2016, the U.S. Supreme Court said in a separate case that Markazi must pay nearly $2 billion, which had been frozen, to terrorism victims, and Congress had not exceeded its authority by passing a law making it easier to recover damages. The 1983 attack, in Beirut, killed 241 U.S. service members. The case is Peterson et al v Islamic Republic of Iran et al, 2nd U.S. Circuit Court of Appeals, No. 15-0690. ",worldnews,21-Nov-17,1
Truck bomb in northern Iraq kills at least 23,"KIRKUK, Iraq (Reuters) - At least 23 people were killed and 60 wounded when a suicide bomber set off a truck bomb near a crowded marketplace in the northern Iraqi town of Tuz Khurmatu, police and medical sources said on Tuesday. An interior ministry spokesman said a  violent explosion  took place near a vegetable market in the town, south of Kirkuk, but did not immediately provide casualty figures. Military authorities said 17 were killed and 36 injured, according to a statement. Most of the casualties were civilians, the police and medical sources told Reuters. The death toll was expected to rise because many of the wounded were in critical condition. The bombing took place in a mainly Shi ite Turkmen area. No group has claimed responsibility for the attack. Suicide bombings are a trademark of Islamic State, and Iraqi security officials have said the group was likely to wage an insurgency after its self-proclaimed caliphate collapsed and its militants were dislodged from territories they held in the country. ",worldnews,21-Nov-17,1
British PM May says Mugabe's resignation gives Zimbabwe a chance to be free,"LONDON (Reuters) - British Prime Minister Theresa May said on Tuesday Robert Mugabe s resignation gave Zimbabwe the chance to forge a new path, free from oppression.  The resignation of Robert Mugabe provides Zimbabwe with an opportunity to forge a new path free of the oppression that characterized his rule,  May said.   In recent days, we have seen the desire of the Zimbabwean people for free and fair elections and the opportunity to rebuild the country s economy under a legitimate government.  May added in a statement that Britain, as  Zimbabwe s oldest friend , would do all it could to support the country.  ",worldnews,21-Nov-17,1
Iraq to declare final victory over Islamic State after desert campaign,"BAGHDAD (Reuters) - Iraqi Prime Minister Haider al-Abadi said on Tuesday Islamic State had been defeated from a military perspective but he would only declare final victory after IS militants were routed in the desert. Iraqi forces on Friday captured the border town of Rawa, the last remaining town under Islamic State control, signaling the collapse of the group s  caliphate  proclaimed after it overran much of Iraq s north and west in 2014. Securing desert and border areas is what remains in the campaign against Islamic State, military commanders say.  From a military perspective, we have ended the presence of Daesh in Iraq,  Abadi said while addressing a weekly news conference, referring to Islamic State by an Arabic acronym.  God willing we will announce very soon after the end of the purification operations victory over Daesh in Iraq.  Abadi s comments came as Iranian President Hassan Rouhani declared the end of Islamic State while a senior Iranian military commander thanked the  thousands of martyrs  killed in operations organized by Iran to defeat the militant group in Syria and Iraq. Political disagreements will pave the way for the Sunni militant group to carry out attacks, however, Abadi said. He was referring to the central Baghdad government s dispute with the semi-autonomous Kurdistan Regional Government over the latter s declaration of independence following a Sept. 25 referendum.  Any disagreement between political factions will encourage Daesh to carry out terrorist attacks,  he said.  I call on our Kurdish brothers to avoid fighting.  Hours before Abadi spoke, at least 23 people were killed and 60 wounded when a suicide bomber set off a truck bomb near a crowded marketplace in the northern Iraqi town of Tuz Khurmatu, south of the oil city of Kirkuk. Abadi praised a federal court verdict that ruled the Kurdish referendum unconstitutional and called on Kurds not to resort to violence. Iraq s Supreme Federal Court ruled on Monday that the referendum was unconstitutional and the results void, bolstering Baghdad s hand in a stand-off with the Kurdish region watched closely by neighbouring Turkey and Iran.  I hail the federal court s decision to void the Kurdish region s referendum,  he said. Kurds voted overwhelmingly to break away from Iraq in the referendum, defying Baghdad and alarming neighboring Turkey and Iran who have their own Kurdish minorities. The Iraqi government responded to the referendum by seizing Kurdish-held Kirkuk and other territory disputed between the Kurds and the central government. It also banned direct flights to Kurdistan and demanded control over border crossings. ",worldnews,21-Nov-17,1
